CountyCode,CountyName,DistrictCode,DistrictName,SchoolCode,SchoolName,Grade,Biology,Chemistry,EarthandSpaceScience,EnvironmentalScience,Physics,OtherScience
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,020,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,Total,530,497,0,41,335,238
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,020,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,Enrolled in AP/IB Course,82,125,0,0,0,0
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,020,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,9,390,3,0,1,0,7
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,10,9,316,0,20,39,3
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,11,44,108,0,5,179,75
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,12,50,23,0,3,104,110
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,Total,493,450,0,29,322,195
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,Enrolled in AP/IB Course,91,113,0,0,0,0
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,025,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,9,19,0,26,220,0,5
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,10,229,15,1,17,0,68
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,11,17,204,0,16,5,75
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,12,23,30,0,3,20,81
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,Total,288,249,27,256,25,229
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,Enrolled in AP/IB Course,18,0,0,0,0,0
23,MIDDLESEX,0750,CARTERET BORO,030,CARTERET HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,9,24,0,0,95,0,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,10,62,23,0,5,0,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,11,19,59,0,0,12,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,12,3,3,0,1,34,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,Total,108,85,0,101,46,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,Enrolled in AP/IB Course,17,0,0,0,0,0
23,MIDDLESEX,1140,DUNELLEN BORO,040,DUNELLEN HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,10,49,664,0,8,7,80
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,11,82,31,0,14,632,85
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,12,124,47,0,81,253,200
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,Total,255,742,0,103,892,365
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,Enrolled in AP/IB Course,99,42,0,37,37,0
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,050,EAST BRUNSWICK HIGH SCHOOL,Enrolled in Dual Enrollment Course,99,163,0,0,162,65
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,055,CHURCHILL JR HIGH SCHOOL,9,694,0,0,0,0,0
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,055,CHURCHILL JR HIGH SCHOOL,Total,694,0,0,0,0,0
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,055,CHURCHILL JR HIGH SCHOOL,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,055,CHURCHILL JR HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,9,132,0,0,390,1,0
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,10,371,79,0,36,1,0
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,11,18,369,0,7,94,0
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,12,23,28,0,17,179,50
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,Total,544,476,0,450,275,50
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,Enrolled in AP/IB Course,32,24,0,10,68,0
23,MIDDLESEX,1290,EDISON TWP,050,EDISON HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,9,299,0,0,265,1,0
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,10,387,190,0,4,0,0
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,11,11,383,0,2,183,2
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,12,128,92,0,12,302,88
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,Total,825,665,0,283,486,90
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,Enrolled in AP/IB Course,121,88,0,11,46,0
23,MIDDLESEX,1290,EDISON TWP,053,JOHN P. STEVENS HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,9,115,0,0,0,0,0
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,10,9,84,0,3,0,0
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,11,17,12,0,13,24,14
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,12,15,5,0,34,17,16
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,Total,156,101,0,50,41,30
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,Enrolled in AP/IB Course,27,13,0,0,41,0
23,MIDDLESEX,2150,HIGHLAND PARK BORO,050,HIGHLAND PARK HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,9,198,0,0,0,0,0
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,10,1,167,0,0,0,7
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,11,8,7,0,35,99,12
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,12,7,5,0,34,83,19
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,Total,214,179,0,69,182,38
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,Enrolled in AP/IB Course,11,3,0,23,128,0
23,MIDDLESEX,3120,METUCHEN BORO,050,METUCHEN HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,9,173,3,0,0,0,0
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,10,5,150,0,0,0,0
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,11,1,24,69,2,66,8
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,12,22,13,8,30,4,98
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,Total,201,190,77,32,70,106
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,Enrolled in AP/IB Course,22,18,0,16,10,0
23,MIDDLESEX,3140,MIDDLESEX BORO,050,MIDDLESEX HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,9,42,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,10,0,39,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,11,0,0,0,0,37,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,12,0,0,0,40,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,Total,42,39,0,40,37,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,Enrolled in AP/IB Course,0,0,0,40,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,010,MIDDLESEX COUNTY VOC ACADEMY MATH SCIENCE &ENGINEERING TECHN,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,9,116,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,10,0,83,0,33,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,11,1,7,0,9,85,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,12,0,1,0,0,0,19
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,Total,117,91,0,42,85,19
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,Enrolled in AP/IB Course,0,0,0,13,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,040,MIDDLESEX COUNTY VOCATIONAL SCHOOL  EAST  BRUNSWICK,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,9,75,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,10,1,63,0,0,0,2
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,11,0,1,0,57,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,12,5,0,0,0,0,11
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,Total,81,64,0,57,0,13
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,060,MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,9,40,0,0,62,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,10,36,40,0,12,0,1
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,11,14,33,0,21,11,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,12,3,29,0,3,7,15
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,Total,93,102,0,98,18,16
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,065,MIDDLESEX COUNTY VOCATIONAL SCHOOL PISCATAWAY,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,9,68,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,10,0,62,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,11,0,0,0,0,66,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,12,0,0,0,0,0,67
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,Total,68,62,0,0,66,67
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,070,MIDDLESEX COUNTY VOC ACAD ALLIED HEALTH & BIOMEDICAL SCIENCE,Enrolled in Dual Enrollment Course,0,0,0,0,0,67
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,9,46,0,0,9,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,10,7,0,0,44,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,11,0,37,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,12,N,N,N,N,N,N
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,Total,53,37,0,53,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,300,MIDDLESEX CO VOC SCHOOL PISCATAWAY SCHOOL OF CAREER DEVELOP,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,9,56,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,10,0,37,0,9,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,11,2,4,0,56,10,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,12,1,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,Total,59,41,0,65,10,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,Enrolled in AP/IB Course,0,0,0,0,0,0
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,301,MIDDLESEX CO VOC SCHOOL EAST BRUNS. SCHOOL OF CAREER DEVELOP,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,9,635,1,0,0,9,0
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,10,41,539,0,21,5,6
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,11,16,29,0,23,467,50
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,12,27,15,0,127,63,127
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,Total,719,584,0,171,544,183
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,67,14,0,37,50,0
23,MIDDLESEX,3290,MONROE TWP,005,MONROE TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,9,69,43,0,0,682,3
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,10,42,443,0,0,65,7
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,11,284,68,0,2,140,35
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,12,103,50,0,1,51,63
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,Total,498,604,0,3,938,108
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,Enrolled in AP/IB Course,18,19,0,0,41,0
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,050,NEW BRUNSWICK HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,9,6,93,6,0,361,2
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,10,114,344,10,1,18,16
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,11,283,33,0,30,90,40
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,12,88,20,2,43,66,127
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,Total,491,490,18,74,535,185
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,51,27,0,0,53,0
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,040,NORTH BRUNSWICK TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,9,300,2,0,0,0,395
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,10,432,240,7,0,0,11
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,11,36,336,82,21,63,172
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,12,44,35,40,28,136,339
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,Total,812,613,129,49,199,917
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,Enrolled in AP/IB Course,50,70,0,0,26,0
23,MIDDLESEX,3845,OLD BRIDGE TWP,040,OLD BRIDGE HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,9,12,81,0,9,534,25
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,10,85,469,0,50,0,27
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,11,372,55,0,54,0,39
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,12,49,22,0,62,0,133
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,Total,518,627,0,175,534,224
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,Enrolled in AP/IB Course,28,0,0,13,0,0
23,MIDDLESEX,4090,PERTH AMBOY CITY,050,PERTH AMBOY HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,15
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,9,586,0,0,4,0,7
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,10,53,487,0,16,1,13
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,11,38,80,0,168,264,204
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,12,43,15,0,108,99,224
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,Total,720,582,0,296,364,448
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,Enrolled in AP/IB Course,51,0,0,51,36,0
23,MIDDLESEX,4130,PISCATAWAY TWP,050,PISCATAWAY TOWNSHIP HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,9,142,0,2,144,170,0
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,10,304,115,2,13,0,16
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,11,23,277,61,37,63,36
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,12,10,11,38,56,40,113
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,Total,479,403,103,250,273,165
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,Enrolled in AP/IB Course,23,18,0,0,0,0
23,MIDDLESEX,4660,SAYREVILLE BORO,050,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,9,1,0,0,0,47,2
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,10,59,1,0,6,5,2
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,11,15,40,0,20,0,20
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,12,25,26,0,36,3,31
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,Total,100,67,0,62,55,55
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,Enrolled in AP/IB Course,35,0,0,0,0,0
23,MIDDLESEX,4830,SOUTH AMBOY CITY,030,SOUTH AMBOY MIDDLE/HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,9,5,0,0,0,714,1
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,10,525,416,0,0,34,5
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,11,175,249,0,20,96,250
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,12,121,49,0,51,86,327
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,Total,826,714,0,71,930,583
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,Enrolled in AP/IB Course,130,122,0,71,127,0
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,050,SOUTH BRUNSWICK HIGH SCHOOL,Enrolled in Dual Enrollment Course,0,0,0,0,0,0
